id,food_name,calories,protein_g,fat_g,carbs_g,disease_tags
322,Egg Variant 48,572,19.39,18.97,8.71,"Kidney-Friendly, High-Protein, Liver-Friendly"
323,Apple Variant 30,323,8.95,1,9.79,Liver-Friendly
324,Spinach Variant 13,559,31.73,22.36,39.18,"Kidney-Friendly, High-Protein"
325,Chicken Breast Variant 49,166,5.47,16.38,1.19,"High-Protein, Weight-Loss, Kidney-Friendly"
326,Potato Variant 19,219,8.73,1.9,62.89,Heart-Healthy
327,Apple Variant 41,264,10.84,24.03,48.76,Low-Salt
328,Pasta Variant 26,341,22.8,10.64,75.41,Balanced
329,Carrot Variant 43,331,22.9,21.01,10.89,"Liver-Friendly, Weight-Loss, Kidney-Friendly"
330,Salmon Variant 30,415,31.83,7.22,59.08,Balanced
331,Broccoli Variant 42,317,7.27,2.7,18.46,"Heart-Healthy, High-Protein, Low-Carb"
332,Carrot Variant 45,426,6.25,4.09,72.28,Kidney-Friendly
333,Orange Variant 49,181,8.83,22.44,70.64,"Balanced, Kidney-Friendly, Heart-Healthy"
334,Milk Variant 44,247,25.78,17.01,68.57,Low-Carb
335,Salmon Variant 20,99,1.56,22.65,40.87,"Liver-Friendly, Low-Salt, Heart-Healthy"
336,Orange Variant 11,483,30.85,8.39,33.29,"Weight-Loss, Balanced, Liver-Friendly"
337,Tofu Variant 27,64,37.64,23.37,6.59,"Balanced, Low-Carb, High-Protein"
338,Cheese Variant 47,281,5.11,28.13,55.39,"Balanced, Kidney-Friendly, Diabetes-Friendly"
339,Yogurt Variant 40,552,36.62,4.52,37.71,Low-Salt
340,Beef Variant 18,280,13.6,23.02,66.77,"Balanced, Low-Salt"
341,Tofu Variant 16,425,4.32,9.18,3.53,Balanced
342,Bread Variant 33,323,1.56,10.97,13.02,Heart-Healthy
343,Almonds Variant 3,128,3.29,15.73,61.5,Kidney-Friendly
344,Tofu Variant 12,475,28.99,4.42,61.94,"High-Protein, Low-Salt"
345,Potato Variant 28,106,38.07,26.2,20.14,"Diabetes-Friendly, Low-Salt, Weight-Loss"
346,Spinach Variant 23,74,12.04,28.1,31.91,Low-Salt
347,Banana Variant 46,394,9.79,16.33,22.23,"Liver-Friendly, Diabetes-Friendly, Weight-Loss"
348,Egg Variant 22,596,36.51,29.06,57.05,"Diabetes-Friendly, High-Protein"
349,Rice Variant 21,402,33.52,29.96,53.49,"Weight-Loss, Liver-Friendly, High-Protein"
350,Chicken Breast Variant 9,93,4.33,3.96,9.85,"Liver-Friendly, Low-Salt, Kidney-Friendly"
351,Orange Variant 23,100,30.64,18.4,67.43,"High-Protein, Liver-Friendly, Low-Carb"
352,Orange Variant 18,169,22.19,16.29,75.5,"Liver-Friendly, Low-Carb"
353,Carrot Variant 11,61,17.97,17.36,76.05,"Diabetes-Friendly, Heart-Healthy"
354,Pasta Variant 32,398,37.71,25.59,56.08,"Weight-Loss, Liver-Friendly"
355,Broccoli Variant 35,336,25.08,20.5,38.33,"Low-Salt, Kidney-Friendly"
356,Orange Variant 9,197,17.76,12.09,61.4,"Liver-Friendly, Diabetes-Friendly"
357,Bread Variant 36,503,35.71,0.63,30,"Low-Salt, Weight-Loss, Diabetes-Friendly"
358,Beef Variant 42,56,3.58,4.88,31.45,Low-Salt
359,Yogurt Variant 18,575,30.37,11.93,4.29,"Low-Salt, Low-Carb, High-Protein"
360,Salmon Variant 7,592,39.47,25.28,27.99,"Weight-Loss, Heart-Healthy"
361,Beef Variant 21,516,6.04,16.69,75.92,"Kidney-Friendly, Liver-Friendly"
362,Apple Variant 5,480,25.05,18.44,47.83,Heart-Healthy
363,Apple Variant 44,331,11.66,2.65,39.9,"High-Protein, Kidney-Friendly"
364,Cheese Variant 45,282,26.68,13.49,10.9,"Heart-Healthy, High-Protein"
365,Tofu Variant 31,385,33.26,4.45,41.85,"Diabetes-Friendly, Heart-Healthy, Low-Salt"
366,Pasta Variant 30,159,1.54,15.52,44.49,Liver-Friendly
367,Pasta Variant 46,282,16.89,17.37,6.77,Balanced
368,Salmon Variant 39,134,31.15,13.12,70.65,"Balanced, Weight-Loss, Kidney-Friendly"
369,Pasta Variant 14,253,10.8,3.84,23.32,"Balanced, Weight-Loss, Kidney-Friendly"
370,Yogurt Variant 18,600,17,22.49,49.89,"Kidney-Friendly, Balanced"
371,Oats Variant 4,521,30.42,23.97,36.27,"Low-Carb, Balanced"
372,Apple Variant 20,80,5.13,12.37,68.52,Diabetes-Friendly
373,Salmon Variant 41,405,20.09,7.7,4.76,"Weight-Loss, High-Protein, Low-Salt"
374,Spinach Variant 35,404,17.66,21.58,77.43,"Diabetes-Friendly, Kidney-Friendly"
375,Bread Variant 28,312,2.68,12.44,14.4,"Weight-Loss, Heart-Healthy"
376,Beef Variant 33,153,7.56,3.91,36.92,"Low-Carb, High-Protein, Diabetes-Friendly"
377,Rice Variant 21,581,39.79,6.66,13.18,"Kidney-Friendly, Balanced"
378,Broccoli Variant 18,87,4.41,9.98,59.27,"Heart-Healthy, Weight-Loss"
379,Spinach Variant 29,254,9.59,19.96,35.64,Weight-Loss
380,Tofu Variant 34,591,29.45,11.52,43.78,"Kidney-Friendly, Low-Carb"
381,Almonds Variant 11,233,16.7,3,19.55,"Weight-Loss, Liver-Friendly"
382,Milk Variant 14,466,19.53,11.63,6.91,Heart-Healthy
383,Potato Variant 42,218,10.53,7.57,58.37,"High-Protein, Low-Carb, Liver-Friendly"
384,Orange Variant 20,442,33.96,16.61,44.42,"Low-Salt, Weight-Loss"
385,Tofu Variant 17,519,30.3,26.43,53.46,"Weight-Loss, Diabetes-Friendly"
386,Apple Variant 10,80,6.51,7.67,51.2,"High-Protein, Kidney-Friendly"
387,Tofu Variant 37,53,1.08,10.6,54.82,High-Protein
388,Egg Variant 2,530,30.29,2.99,59.11,"High-Protein, Low-Salt, Kidney-Friendly"
389,Spinach Variant 50,109,35.45,1.87,3.56,Balanced
390,Spinach Variant 20,557,13.21,1.39,39.27,"Weight-Loss, Liver-Friendly, Balanced"
391,Egg Variant 13,579,8.39,19.02,17.65,"Diabetes-Friendly, High-Protein, Kidney-Friendly"
392,Banana Variant 32,151,13.59,16.93,41.99,"Weight-Loss, High-Protein"
393,Tofu Variant 35,173,3.64,6.08,68.13,High-Protein
394,Orange Variant 12,424,19.14,21.77,66.84,Heart-Healthy
395,Chicken Breast Variant 13,531,6.56,24.08,65.86,"Diabetes-Friendly, Weight-Loss, Liver-Friendly"
396,Milk Variant 5,162,24.48,20.19,76.66,"Low-Carb, High-Protein"
397,Beef Variant 21,55,18.35,16.65,42,"Kidney-Friendly, Heart-Healthy, High-Protein"
398,Cheese Variant 43,395,36.68,14.55,51.3,"High-Protein, Liver-Friendly"
399,Potato Variant 41,43,28.41,29.32,15.81,"High-Protein, Weight-Loss, Diabetes-Friendly"
400,Tofu Variant 36,484,17.92,12.01,31.82,Kidney-Friendly
401,Beef Variant 18,325,5.36,2,38.69,"Low-Salt, Diabetes-Friendly"
402,Apple Variant 46,128,13.97,10.04,74.31,"Weight-Loss, High-Protein"
403,Oats Variant 25,436,32.92,26.4,50.43,"Low-Carb, Balanced"
404,Pasta Variant 50,91,12.24,7.44,71.59,"Heart-Healthy, Low-Carb"
405,Tofu Variant 47,112,35.95,21.98,15.36,"Weight-Loss, Liver-Friendly"
406,Bread Variant 44,361,26.85,1.58,50.19,"Weight-Loss, Heart-Healthy, Diabetes-Friendly"
407,Spinach Variant 27,501,5.32,1.95,32.76,"Liver-Friendly, Balanced"
408,Apple Variant 15,176,13.19,29.24,26.57,"Kidney-Friendly, Diabetes-Friendly, Weight-Loss"
409,Potato Variant 42,568,23.51,20.85,19.75,"Heart-Healthy, Weight-Loss"
410,Milk Variant 3,417,12.41,8.85,66.46,"Diabetes-Friendly, Low-Carb"
411,Potato Variant 46,43,13.3,6.22,53.61,"Kidney-Friendly, Diabetes-Friendly, Heart-Healthy"
412,Oats Variant 21,401,2.05,6.9,20.79,Liver-Friendly
413,Oats Variant 20,273,2.33,23.92,76.13,Weight-Loss
414,Banana Variant 7,563,17.6,15.89,48,"Low-Salt, Kidney-Friendly, Weight-Loss"
415,Milk Variant 41,71,12.68,16.4,18.74,"Diabetes-Friendly, Balanced"
416,Cheese Variant 21,190,29.07,25.83,16.36,High-Protein
417,Orange Variant 42,408,39.24,15.69,7.72,"Diabetes-Friendly, Balanced, Low-Carb"
418,Pasta Variant 29,199,3.18,13.24,46.02,"Balanced, Heart-Healthy, Weight-Loss"
419,Orange Variant 10,582,32.08,7.05,13.23,Low-Carb
420,Chicken Breast Variant 4,458,18.7,4.34,64.59,Low-Carb
421,Egg Variant 12,485,5.63,11.88,62.12,"Balanced, Liver-Friendly"
422,Rice Variant 27,106,1.8,14.83,56.87,"Heart-Healthy, Liver-Friendly"
423,Oats Variant 28,534,3.71,14.45,54.57,Diabetes-Friendly
424,Beef Variant 2,272,36.67,13.36,44.05,Liver-Friendly
425,Banana Variant 6,406,21.59,6.49,10.76,"Balanced, Kidney-Friendly, Low-Carb"
426,Bread Variant 34,242,9.26,12.35,71.06,Diabetes-Friendly
427,Banana Variant 39,239,30.86,0.45,54.56,Heart-Healthy
428,Carrot Variant 37,442,34.74,3.84,34.81,"Balanced, Weight-Loss"
429,Chicken Breast Variant 10,143,9.75,27.87,46.35,"High-Protein, Weight-Loss"
430,Pasta Variant 46,561,26.16,21.6,35.66,"Diabetes-Friendly, Low-Carb, Low-Salt"
431,Carrot Variant 43,495,16.96,2.89,22.93,"High-Protein, Balanced, Diabetes-Friendly"
432,Bread Variant 26,249,27.68,6.2,40.55,Weight-Loss
433,Milk Variant 34,183,34.56,17.58,69.81,"Diabetes-Friendly, Weight-Loss, Balanced"
434,Oats Variant 18,488,14.37,20.45,13.96,"Kidney-Friendly, High-Protein, Low-Carb"
435,Egg Variant 31,528,28.76,17.58,9.52,Balanced
436,Milk Variant 27,437,33.71,16.06,33.72,"Liver-Friendly, Low-Salt, High-Protein"
437,Egg Variant 39,320,28.71,28.51,58.39,Low-Salt
438,Apple Variant 37,178,9.22,6.28,7.26,"Diabetes-Friendly, Low-Salt, Balanced"
439,Beef Variant 42,281,36.3,8.16,40.53,"Low-Carb, Kidney-Friendly"
440,Beef Variant 20,540,6.8,13.13,78.62,"Liver-Friendly, Diabetes-Friendly, Low-Salt"
441,Broccoli Variant 1,314,2.71,2.64,32.07,"Diabetes-Friendly, Liver-Friendly"
442,Oats Variant 34,143,5.81,14.93,4.99,"Heart-Healthy, Balanced"
443,Salmon Variant 5,208,39.24,24.75,18.9,Balanced
444,Beef Variant 21,325,28.22,20.75,40.74,"Liver-Friendly, High-Protein, Weight-Loss"
445,Potato Variant 23,358,3.68,12.3,18.69,"Balanced, Kidney-Friendly"
446,Yogurt Variant 20,571,4.02,9.96,59.32,"Low-Carb, Liver-Friendly"
447,Orange Variant 10,340,26.13,17.93,28.65,"Weight-Loss, Low-Salt, Diabetes-Friendly"
448,Beef Variant 32,464,39.49,25.13,63.88,"Heart-Healthy, Diabetes-Friendly"
449,Oats Variant 45,401,5.46,13.17,54.35,"Low-Salt, Low-Carb, Weight-Loss"
450,Pasta Variant 50,583,37.73,13.46,68.34,Liver-Friendly
451,Chicken Breast Variant 31,426,20.78,27.94,22.15,Kidney-Friendly
452,Milk Variant 17,290,1.69,22.92,33.41,"Balanced, Diabetes-Friendly, Weight-Loss"
453,Salmon Variant 19,221,23.72,17.29,72.37,Kidney-Friendly
454,Cheese Variant 42,455,3.5,22.48,71.44,"Kidney-Friendly, Balanced, Low-Salt"
455,Pasta Variant 43,252,24.84,0.82,56.34,"Diabetes-Friendly, Low-Carb"
456,Pasta Variant 3,577,14.09,23.39,15.39,"Liver-Friendly, Balanced"
457,Almonds Variant 1,278,5.66,27.03,73.65,High-Protein
458,Potato Variant 14,214,17.58,6.62,61.68,Liver-Friendly
459,Banana Variant 48,588,14.65,6.86,30.67,"Low-Carb, Low-Salt, High-Protein"
460,Orange Variant 21,413,31.83,22.81,58.38,"Low-Carb, High-Protein"
461,Spinach Variant 7,201,6.41,15.51,51.49,"Low-Carb, High-Protein"
462,Yogurt Variant 27,292,4.2,11.22,14.59,"Heart-Healthy, Low-Carb, Liver-Friendly"
463,Rice Variant 50,387,10.73,27.58,49.55,"Balanced, Low-Salt"
464,Pasta Variant 20,541,38.9,8.22,23.37,Low-Carb
465,Chicken Breast Variant 38,494,17.14,2.11,63.77,Balanced
466,Bread Variant 42,107,38.79,3.03,15.8,Heart-Healthy
467,Carrot Variant 25,424,11.75,18.54,45.24,"Balanced, Liver-Friendly"
468,Cheese Variant 11,374,3.87,15.56,69.46,"Diabetes-Friendly, Balanced"
469,Salmon Variant 35,485,1.75,18.44,10.61,"Low-Salt, Kidney-Friendly"
470,Broccoli Variant 2,456,7.37,15.33,24.28,"Low-Salt, Balanced"
471,Oats Variant 1,447,24,23.26,18.8,Balanced
472,Almonds Variant 7,531,0.68,26.94,21.43,"Heart-Healthy, Balanced"
473,Oats Variant 7,201,6.89,3.52,8.91,Low-Carb
474,Yogurt Variant 46,182,27.07,25.97,65.08,"Diabetes-Friendly, Balanced"
475,Tofu Variant 30,97,10.79,3.3,21.53,Diabetes-Friendly
476,Milk Variant 20,552,25.51,4.35,24.94,Low-Salt
477,Almonds Variant 48,352,25.78,10.77,49.39,Kidney-Friendly
478,Chicken Breast Variant 24,388,38.37,29.82,41.09,"Liver-Friendly, Low-Salt, Heart-Healthy"
479,Salmon Variant 11,489,29.72,9.17,26.52,"Diabetes-Friendly, Kidney-Friendly"
480,Egg Variant 26,391,8.07,16.17,74.47,Low-Salt
481,Orange Variant 5,175,7.23,5.27,75.02,"Liver-Friendly, Low-Salt, Diabetes-Friendly"
482,Pasta Variant 13,358,31.59,26.08,60.19,"Liver-Friendly, Low-Salt, Weight-Loss"
483,Egg Variant 22,204,20.61,14.53,73.64,Liver-Friendly
484,Orange Variant 16,493,39.93,28.64,51.81,"Low-Carb, Liver-Friendly, Weight-Loss"
485,Spinach Variant 48,472,7.82,13.29,36.39,"Balanced, Diabetes-Friendly"
486,Salmon Variant 25,94,28.02,3.24,10.64,Low-Carb
487,Cheese Variant 3,76,11.58,6.42,34.52,"Low-Carb, Weight-Loss, Kidney-Friendly"
488,Oats Variant 3,539,11.93,10.36,7.39,"Weight-Loss, Low-Carb"
489,Oats Variant 16,261,12.9,18.53,10.9,"Diabetes-Friendly, Heart-Healthy, Weight-Loss"
490,Orange Variant 12,373,14.12,3.56,57.93,"Low-Carb, Weight-Loss"
491,Rice Variant 22,224,26.01,28.69,38.07,"High-Protein, Liver-Friendly"
492,Orange Variant 17,348,38.76,19.54,63.52,"Low-Salt, Kidney-Friendly, Liver-Friendly"
493,Banana Variant 18,159,15.44,18.79,72.66,Weight-Loss
494,Milk Variant 22,227,7.19,9.86,23.85,"Balanced, Kidney-Friendly"
495,Milk Variant 7,434,18.77,19.4,47.89,Weight-Loss
496,Spinach Variant 47,94,9.4,7.21,67.09,"Weight-Loss, Kidney-Friendly"
497,Apple Variant 7,494,33.55,2.18,72.55,"Diabetes-Friendly, Kidney-Friendly"
498,Potato Variant 12,418,14.23,16.33,17.69,Heart-Healthy
499,Oats Variant 48,62,2.72,24.61,34.46,"Low-Salt, Liver-Friendly, Kidney-Friendly"
500,Egg Variant 43,103,26.1,20.02,61.16,"Kidney-Friendly, Liver-Friendly"
501,Carrot Variant 26,155,26.27,12.62,15.94,"Diabetes-Friendly, Liver-Friendly"
502,Apple Variant 42,42,21.18,19.54,26.69,"Kidney-Friendly, Diabetes-Friendly, Liver-Friendly"
503,Yogurt Variant 15,123,22.53,13.87,41.44,"Balanced, Low-Carb, Weight-Loss"
504,Oats Variant 41,56,13.15,20.38,25.08,"High-Protein, Diabetes-Friendly"
505,Bread Variant 44,359,22.07,24.76,29.29,"Low-Carb, Liver-Friendly"
506,Apple Variant 33,431,29.83,25.57,8.56,"Liver-Friendly, Kidney-Friendly, Weight-Loss"
507,Orange Variant 8,64,11.23,4.53,56.45,"Low-Carb, Weight-Loss, Kidney-Friendly"
508,Egg Variant 35,308,28.9,8.77,62.55,"Balanced, Low-Salt"
509,Banana Variant 38,46,39.13,10.45,65.82,"High-Protein, Liver-Friendly"
510,Bread Variant 31,37,35.41,9.68,61.08,"Low-Salt, Weight-Loss, Heart-Healthy"
511,Oats Variant 7,549,35.43,28.06,45.46,Low-Carb
512,Egg Variant 37,430,10.05,2.37,49.84,Weight-Loss
513,Potato Variant 31,244,33.27,18.91,53.89,Liver-Friendly
514,Beef Variant 38,462,34.68,13.77,54.96,"High-Protein, Weight-Loss"
515,Chicken Breast Variant 41,363,15.53,10.2,3.46,Low-Carb
516,Beef Variant 41,368,11.95,14.24,55.44,"High-Protein, Diabetes-Friendly"
517,Milk Variant 1,436,8.53,18.49,47.91,"Weight-Loss, Low-Salt"
518,Rice Variant 40,416,38.03,14.49,72.94,"Balanced, High-Protein, Weight-Loss"
519,Spinach Variant 49,265,28.26,17.19,36.36,"Low-Carb, Weight-Loss, Liver-Friendly"
520,Milk Variant 34,190,30.1,1.34,9.25,"Low-Carb, Weight-Loss, Heart-Healthy"
521,Tofu Variant 39,369,10.55,2.94,46.6,"Balanced, Heart-Healthy"
522,Tofu Variant 12,60,3.66,10.51,18.57,"Low-Carb, High-Protein, Liver-Friendly"
523,Oats Variant 38,410,38.67,27.58,64.64,"Low-Salt, Balanced, Liver-Friendly"
524,Yogurt Variant 26,254,37.78,23.59,29.25,"Low-Carb, High-Protein, Diabetes-Friendly"
525,Bread Variant 35,40,17.99,13.45,36.71,Diabetes-Friendly
526,Cheese Variant 16,518,2.71,14.26,50.17,"Diabetes-Friendly, High-Protein, Weight-Loss"
527,Orange Variant 1,540,4.06,9.98,44.55,"High-Protein, Low-Carb, Weight-Loss"
528,Beef Variant 36,360,4.08,28.41,44.79,Heart-Healthy
529,Potato Variant 25,138,1.26,11.37,79.23,"Diabetes-Friendly, Balanced"
530,Rice Variant 11,258,38.31,19.02,2.77,"Liver-Friendly, Low-Salt, Heart-Healthy"
531,Rice Variant 39,454,31.3,29.74,31.67,High-Protein
532,Yogurt Variant 16,491,12.07,8.04,11.76,Low-Salt
533,Pasta Variant 30,416,19.2,21.1,54.27,"Low-Salt, Heart-Healthy, Weight-Loss"
534,Almonds Variant 35,379,16.67,27.05,33.84,Diabetes-Friendly
535,Spinach Variant 45,411,22.91,22.44,26.12,"Diabetes-Friendly, Liver-Friendly"
536,Milk Variant 44,479,1.42,26.54,37,"Kidney-Friendly, Liver-Friendly"
537,Carrot Variant 11,527,39.51,29.76,68.81,"Liver-Friendly, Low-Salt, High-Protein"
538,Broccoli Variant 43,308,35.18,28.64,47.25,Balanced
539,Pasta Variant 18,178,27.41,20.05,39.95,"Liver-Friendly, Low-Salt, High-Protein"
540,Orange Variant 44,101,24.51,8.92,16.68,"Low-Salt, Diabetes-Friendly, Low-Carb"
541,Apple Variant 43,531,29.33,4.12,67.6,"Diabetes-Friendly, Low-Salt"
542,Spinach Variant 34,533,1.22,20.61,61.3,Kidney-Friendly
543,Oats Variant 12,421,14.27,1.26,73.57,"Kidney-Friendly, Low-Salt"
544,Yogurt Variant 12,188,28.7,13.1,62.67,"Liver-Friendly, Diabetes-Friendly"
545,Tofu Variant 44,232,12.23,29.74,63.85,"High-Protein, Low-Salt, Kidney-Friendly"
546,Oats Variant 21,400,39.64,18.54,20.82,"Weight-Loss, Heart-Healthy"
547,Milk Variant 19,320,27.78,6.39,21.43,"Heart-Healthy, High-Protein"
548,Beef Variant 33,566,13.81,20.5,60.1,Low-Carb
549,Apple Variant 13,452,18.2,25.72,74.17,Diabetes-Friendly
550,Rice Variant 3,441,29.7,14.05,35.54,Balanced
551,Egg Variant 24,250,12.72,27.71,20.54,"Diabetes-Friendly, Heart-Healthy"
552,Spinach Variant 1,39,3.4,7.69,3.6,Low-Carb
553,Broccoli Variant 3,186,14.92,5.11,37.7,"Low-Carb, Liver-Friendly"
554,Cheese Variant 4,186,33.66,19.62,23.18,"Heart-Healthy, Low-Carb, Low-Salt"
555,Bread Variant 30,202,25.55,19.27,64.33,"Weight-Loss, Liver-Friendly"
556,Yogurt Variant 29,310,2.24,18.25,64.94,"Heart-Healthy, Weight-Loss"
557,Beef Variant 37,124,19.53,5.81,39.1,Diabetes-Friendly
558,Spinach Variant 37,250,4.68,0.65,8.44,High-Protein
559,Pasta Variant 12,541,10.96,19.57,56.07,Diabetes-Friendly
560,Banana Variant 15,296,16.19,20.49,56.66,Weight-Loss
561,Broccoli Variant 10,220,1.36,13.02,37.27,"Balanced, Kidney-Friendly, Weight-Loss"
562,Apple Variant 31,82,19.1,11.98,74.56,"Balanced, Low-Carb, Heart-Healthy"
563,Potato Variant 18,78,7.7,24.1,49.17,"Balanced, Liver-Friendly"
564,Oats Variant 1,282,18.23,22.11,48.64,"Low-Salt, Heart-Healthy"
565,Apple Variant 26,130,3.36,9.85,25.63,Kidney-Friendly
566,Pasta Variant 28,502,36.31,4.94,49.14,"Heart-Healthy, High-Protein"
567,Tofu Variant 26,370,23.92,7.27,23.61,"Kidney-Friendly, Weight-Loss"
568,Potato Variant 27,33,10.75,22.79,9.4,"Kidney-Friendly, Diabetes-Friendly"
569,Oats Variant 37,53,18.61,10.61,31.27,"Balanced, High-Protein"
570,Almonds Variant 22,435,28.11,8.26,23.61,"Kidney-Friendly, Balanced, Low-Salt"
571,Apple Variant 21,387,35.1,23.52,21.75,"Weight-Loss, Diabetes-Friendly"
572,Tofu Variant 36,208,12.59,25.39,53.05,"Diabetes-Friendly, Liver-Friendly"
573,Apple Variant 17,483,35.13,1.12,61.32,High-Protein
574,Beef Variant 13,584,34.84,24.31,5.82,Weight-Loss
575,Oats Variant 49,136,36.26,22.87,5.93,"Kidney-Friendly, Weight-Loss"
576,Rice Variant 22,548,12.21,24.03,38.39,Weight-Loss
577,Orange Variant 11,599,25.71,15.27,4.21,"Weight-Loss, Diabetes-Friendly"
578,Carrot Variant 23,313,25.56,19.31,26.84,"Diabetes-Friendly, Low-Salt"
579,Broccoli Variant 5,492,22.76,13.15,59.88,Low-Carb
580,Orange Variant 32,404,4.16,24.62,62.24,"Low-Salt, Liver-Friendly, Kidney-Friendly"
581,Cheese Variant 34,360,14.16,12,10.13,"Low-Salt, Heart-Healthy"
582,Banana Variant 19,414,26.67,15.69,40.85,"Balanced, Liver-Friendly"
583,Potato Variant 18,77,16.03,8.59,47.27,"Liver-Friendly, Diabetes-Friendly"
584,Chicken Breast Variant 6,544,11.01,24.77,7.76,"Low-Salt, Weight-Loss, Heart-Healthy"
585,Bread Variant 34,480,35.77,23.46,38.32,Liver-Friendly
586,Beef Variant 23,107,26.26,29.88,13.02,"Low-Salt, Weight-Loss, Kidney-Friendly"
587,Yogurt Variant 5,579,37.62,29.17,9.28,High-Protein
588,Yogurt Variant 49,600,3.43,2.55,59.34,Weight-Loss
589,Apple Variant 2,50,31.62,27.27,56.77,"Heart-Healthy, High-Protein, Weight-Loss"
590,Bread Variant 22,465,10.85,22.73,68.18,High-Protein
591,Salmon Variant 12,364,9.54,14.81,38.88,"Low-Carb, High-Protein, Low-Salt"
592,Beef Variant 36,475,23.03,1.45,11.29,Low-Salt
593,Tofu Variant 36,110,33.15,16.85,76.63,"Low-Salt, Kidney-Friendly"
594,Beef Variant 36,231,34.15,2.14,76.07,Balanced
595,Spinach Variant 42,410,14.25,3.4,64.23,"Weight-Loss, Heart-Healthy, High-Protein"
596,Rice Variant 47,219,34.44,9.85,1.5,High-Protein
597,Pasta Variant 27,262,29.94,9.73,37.43,"Low-Carb, Liver-Friendly"
598,Spinach Variant 22,485,3.41,27.08,75.4,Kidney-Friendly
599,Tofu Variant 49,276,27.38,1.03,74.16,"High-Protein, Diabetes-Friendly, Low-Salt"
600,Pasta Variant 38,142,25.41,19.93,69.82,"Weight-Loss, Liver-Friendly, Low-Carb"
601,Egg Variant 10,323,29.53,10.08,1.25,Balanced
602,Salmon Variant 1,516,21.2,4.66,43.46,"Kidney-Friendly, Diabetes-Friendly, Balanced"
603,Apple Variant 31,429,6.92,3.82,20.35,"Liver-Friendly, Low-Salt"
604,Pasta Variant 3,322,29.59,10.85,58.29,Low-Salt
605,Carrot Variant 33,42,32.99,27.29,57.67,Low-Salt
606,Spinach Variant 43,512,35.62,13.13,20.16,"Balanced, Weight-Loss"
607,Spinach Variant 35,342,8.05,15.73,12.97,"Weight-Loss, Low-Carb, High-Protein"
608,Pasta Variant 36,373,32.97,8.84,64.42,"Low-Carb, Diabetes-Friendly, Liver-Friendly"
609,Carrot Variant 3,176,33.45,14.09,39.9,Weight-Loss
610,Pasta Variant 4,123,15.18,21.93,73,"Diabetes-Friendly, Kidney-Friendly"
611,Apple Variant 34,574,7.11,10.94,41.08,"High-Protein, Liver-Friendly"
612,Salmon Variant 23,308,32.51,14.74,6.59,"Low-Carb, Weight-Loss"
613,Milk Variant 29,435,25.09,26.13,17.55,Weight-Loss
614,Spinach Variant 25,548,20.93,3.09,49.38,"Low-Carb, Liver-Friendly"
615,Cheese Variant 41,261,9.3,0.33,16.61,Low-Salt
616,Cheese Variant 43,330,27.55,2.89,74.43,High-Protein
617,Cheese Variant 25,127,39.29,9.46,30.02,"Low-Carb, High-Protein"
618,Milk Variant 38,133,2.02,23.08,54.98,Liver-Friendly
619,Carrot Variant 32,517,10.46,8.98,27.07,Low-Salt
620,Salmon Variant 31,337,20.65,15.75,57.79,Liver-Friendly
621,Yogurt Variant 39,188,28.23,25.79,8.73,High-Protein
622,Milk Variant 17,213,35.19,0.12,3.27,Balanced
623,Beef Variant 3,303,14.46,27,18.31,"Kidney-Friendly, Low-Salt, Liver-Friendly"
624,Milk Variant 20,194,35.92,29.74,64.33,Weight-Loss
625,Oats Variant 29,116,0.69,25.79,42.01,Low-Carb
626,Milk Variant 26,183,19.36,5.16,76.71,Balanced
627,Carrot Variant 4,37,12.7,26.97,57.67,Low-Carb
628,Orange Variant 7,145,28.74,17.16,76.86,"Weight-Loss, Low-Carb"
629,Broccoli Variant 44,413,8.6,28.97,9.34,"Weight-Loss, Kidney-Friendly"
630,Bread Variant 12,189,33.14,1.94,19.26,"Diabetes-Friendly, Weight-Loss"
631,Yogurt Variant 14,571,31.38,6.68,6.06,Low-Carb
632,Potato Variant 25,588,12.1,4.07,76.47,"Low-Carb, Liver-Friendly"
633,Beef Variant 31,485,28.27,11.51,68.09,"Low-Carb, Kidney-Friendly"
634,Oats Variant 2,74,13.34,5.35,5.28,Balanced
635,Salmon Variant 50,516,19.79,21.6,23.85,"Diabetes-Friendly, Weight-Loss, Heart-Healthy"
636,Beef Variant 23,179,34.42,21.51,30.79,"Kidney-Friendly, Low-Carb"
637,Banana Variant 26,301,31.35,5.72,31.09,"Liver-Friendly, Heart-Healthy"
638,Oats Variant 38,486,19.19,4.89,61.98,"Liver-Friendly, Balanced, High-Protein"
639,Rice Variant 1,473,31.54,17.98,29.92,"Balanced, Diabetes-Friendly"
640,Broccoli Variant 25,285,30.15,6.56,48.9,"Liver-Friendly, Low-Carb, Heart-Healthy"
641,Oats Variant 20,297,3.15,25.08,31.24,"Liver-Friendly, Low-Carb, Low-Salt"
642,Chicken Breast Variant 23,368,22.15,16.06,69.52,"Liver-Friendly, Balanced"
